timestamp,flow_m3_s,flow_normalized,P_MW
2025-06-21 20:00:00+00:00,195.312,0.7301831069108093,0.8650915534554047
2025-06-21 20:15:00+00:00,195.04525,0.7273183697578264,0.8636591848789132
2025-06-21 20:30:00+00:00,194.7785,0.7244536326048435,0.8622268163024218
2025-06-21 20:45:00+00:00,194.51175,0.7215888954518607,0.8607944477259304
2025-06-21 21:00:00+00:00,194.245,0.7187241582988777,0.8593620791494389
2025-06-21 21:15:00+00:00,194.41225,0.7205203243301294,0.8602601621650647
2025-06-21 21:30:00+00:00,194.5795,0.722316490361381,0.8611582451806905
2025-06-21 21:45:00+00:00,194.74675,0.7241126563926327,0.8620563281963163
2025-06-21 22:00:00+00:00,194.914,0.7259088224238842,0.862954411211942
2025-06-21 22:15:00+00:00,195.14225,0.7283600923589109,0.8641800461794554
2025-06-21 22:30:00+00:00,195.3705,0.7308113622939375,0.8654056811469688
2025-06-21 22:45:00+00:00,195.59875,0.733262632228964,0.8666313161144821
2025-06-21 23:00:00+00:00,195.827,0.7357139021639907,0.8678569510819953
2025-06-21 23:15:00+00:00,195.61124999999998,0.7333968748321965,0.8666984374160982
2025-06-21 23:30:00+00:00,195.3955,0.7310798475004027,0.8655399237502013
2025-06-21 23:45:00+00:00,195.17975,0.7287628201686088,0.8643814100843044
